id,full_name,article,actions
apt-0676,Josiah Wedgwood,en.wikipedia.org/wiki/Josiah Wedgwood,name_status=birth_name
apt-0677,Juan Trippe,en.wikipedia.org/wiki/Juan Trippe,name_status=birth_name
apt-0678,Jules Angst,en.wikipedia.org/wiki/Jules Angst,birth_year=1926; death_year=2026; name_status=birth_name
apt-0685,Karin Slaughter,en.wikipedia.org/wiki/Karin Slaughter,name_status=birth_name
apt-0688,Katie Volynets,en.wikipedia.org/wiki/Katie Volynets,name_status=birth_name
apt-0692,Keith Miller,en.wikipedia.org/wiki/Keith Miller,name_status=birth_name
apt-0693,Keith Weed,en.wikipedia.org/wiki/Keith Weed,birth_year=1961; name_status=birth_name
apt-0694,Kelly Armstrong,en.wikipedia.org/wiki/Kelly Armstrong,name_status=birth_name
apt-0698,Ken Green,en.wikipedia.org/wiki/Ken Green (golfer),name_status=birth_name
apt-1294,Ken Rush,en.wikipedia.org/wiki/Ken Rush,name_status=birth_name
apt-0700,Kenneth Angell,en.wikipedia.org/wiki/Kenneth Anthony Angell,name_status=birth_name
apt-0711,Kit Bond,en.wikipedia.org/wiki/Kit Bond,death_year=2025; name_status=birth_name
apt-0712,Kiyoshi Kurosawa,en.wikipedia.org/wiki/Kiyoshi Kurosawa,name_status=birth_name
apt-0714,Klaus Bischoff,en.wikipedia.org/wiki/Klaus Bischoff,name_status=birth_name
apt-0715,Kobbie Mainoo,en.wikipedia.org/wiki/Kobbie Mainoo,name_status=birth_name
apt-0718,Lake Speed,en.wikipedia.org/wiki/Lake Speed,name_status=birth_name
apt-0720,Lang Lang,en.wikipedia.org/wiki/Lang Lang,name_status=birth_name
apt-0722,Larry Playfair,en.wikipedia.org/wiki/Larry Playfair,name_status=birth_name
apt-0723,Larry Speakes,en.wikipedia.org/wiki/Larry Speakes,name_status=birth_name
apt-0730,Layne Beachley,en.wikipedia.org/wiki/Layne Beachley,birth_year=1972; name_status=birth_name
apt-1295,Lazarus Zographos,en.wikipedia.org/wiki/Lazarus Zographos,name_status=birth_name
apt-0731,Learned Hand,en.wikipedia.org/wiki/Learned Hand,name_status=birth_name
apt-1296,Lee Ballanfant,en.wikipedia.org/wiki/Lee Ballanfant,name_status=birth_name
apt-0734,Leon Brittan,en.wikipedia.org/wiki/Leon Brittan,name_status=birth_name
apt-0993,"Rob ""Sunny"" Roseman",en.wikipedia.org/wiki/Stormy Rottman,birth_year=1918; death_year=1993
apt-0750,Liniker,en.wikipedia.org/wiki/Liniker,name_status=birth_name
apt-0751,Lionel Baker,en.wikipedia.org/wiki/Lionel Baker,name_status=birth_name
apt-0752,Lionel Tiger,en.wikipedia.org/wiki/Lionel Tiger,birth_year=1937; name_status=birth_name
apt-0755,Lloy Ball,en.wikipedia.org/wiki/Lloy Ball,name_status=birth_name
apt-0756,Lloyd Mints,en.wikipedia.org/wiki/Lloyd Mints,name_status=birth_name
apt-0757,Lorentz Fisker,en.wikipedia.org/wiki/Fisker (surname),name_status=birth_name
apt-0758,Louis Agassiz,en.wikipedia.org/wiki/Louis Agassiz,name_status=birth_name
apt-0759,Louis Anatole La Garde,en.wikipedia.org/wiki/Louis La Garde,name_status=birth_name
apt-0760,Louis Armstrong,en.wikipedia.org/wiki/Louis Armstrong,name_status=birth_name
apt-0763,Louis Pasteur,en.wikipedia.org/wiki/Louis Pasteur,name_status=birth_name
apt-0764,Louise Slaughter,en.wikipedia.org/wiki/Louise M. Slaughter,name_status=birth_name
apt-0765,Luc Frieden,en.wikipedia.org/wiki/Luc Frieden,name_status=birth_name
apt-0766,Luchino Visconti,en.wikipedia.org/wiki/Luchino Visconti,name_status=birth_name
apt-0768,Lucius Quinctius Cincinnatus,en.wikipedia.org/wiki/Lucius Quinctius Cincinnatus,name_status=birth_name
apt-0770,Lukas Jäger,en.wikipedia.org/wiki/Lukas Jäger,name_status=birth_name
apt-0772,Luke Howard,en.wikipedia.org/wiki/Luke Howard,name_status=birth_name
apt-0773,M. Moran Weston,en.wikipedia.org/wiki/M. Moran Weston,name_status=birth_name
apt-0775,Major Owens,en.wikipedia.org/wiki/Major Owens,name_status=birth_name
apt-1009,Robert Odell Owens,en.wikipedia.org/wiki/Major Owens,name_status=birth_name
apt-0779,Manlio Bacigalupo,en.wikipedia.org/wiki/Bacigalupo,name_status=birth_name
apt-1191,Valerio Bacigalupo,en.wikipedia.org/wiki/Bacigalupo,name_status=birth_name
apt-0780,Marc Webb,en.wikipedia.org/wiki/Marc Webb,name_status=birth_name
apt-1297,Marco Velo,en.wikipedia.org/wiki/Marco Velo,name_status=birth_name
apt-0782,Marcus Tullius Cicero,en.wikipedia.org/wiki/Marcus Tullius Cicero,name_status=birth_name
apt-0784,Margaret Court,en.wikipedia.org/wiki/Margaret Court,name_status=birth_name
apt-0786,Margaret Spellings,en.wikipedia.org/wiki/Margaret Spellings,birth_year=1957; name_status=birth_name
apt-0788,Margit Kovács,en.wikipedia.org/wiki/Margit Kovács,name_status=birth_name
apt-0789,Marianne Merchez,en.wikipedia.org/wiki/Marianne Merchez,name_status=birth_name
apt-0791,Marilyn vos Savant,en.wikipedia.org/wiki/Marilyn vos Savant,name_status=professional_name; alt_name=Marilyn Mach
apt-0793,Marius Wolf,en.wikipedia.org/wiki/Marius Wolf,name_status=birth_name
apt-0795,Mark Butcher,en.wikipedia.org/wiki/Mark Butcher,name_status=birth_name
apt-0797,Mark Crossley,en.wikipedia.org/wiki/Mark Crossley,name_status=birth_name
apt-0798,Mark De Man,en.wikipedia.org/wiki/Mark De Man,birth_year=1983; name_status=birth_name
apt-0801,Mark Kelly,en.wikipedia.org/wiki/Mark Kelly,name_status=birth_name
apt-0802,Mark L. Prophet,en.wikipedia.org/wiki/Mark L. Prophet,name_status=birth_name
apt-0805,Mark Reckless,en.wikipedia.org/wiki/Mark Reckless,name_status=birth_name
apt-0807,Mark Wallington,en.wikipedia.org/wiki/Mark Wallington (footballer),name_status=birth_name
apt-0810,Martha Graham,en.wikipedia.org/wiki/Martha Graham,name_status=birth_name
apt-0816,Mary Yu,en.wikipedia.org/wiki/Mary Yu,birth_year=1957; name_status=birth_name
apt-0817,Mat Sadler,en.wikipedia.org/wiki/Mat Sadler,name_status=birth_name
apt-0821,Matt Groening,en.wikipedia.org/wiki/Matt Groening,death_year=2023; name_status=birth_name
apt-0822,Matt Taylor,en.wikipedia.org/wiki/Matt Taylor (meteorologist),name_status=birth_name
apt-1300,Mauro Del Giudice,en.wikipedia.org/wiki/Mauro Del Giudice,name_status=birth_name
apt-0826,Max Schreck,en.wikipedia.org/wiki/Max Schreck,name_status=birth_name
apt-0831,Mercy Otis Warren,en.wikipedia.org/wiki/Mercy Otis Warren,name_status=birth_name
apt-0832,Meriwether Lewis,en.wikipedia.org/wiki/Meriwether Lewis,name_status=birth_name
apt-0833,Michael Ball,en.wikipedia.org/wiki/Michael Ball (footballer),birth_year=1979; name_status=birth_name
apt-0836,Michael Faraday,en.wikipedia.org/wiki/Michael Faraday,name_status=birth_name
apt-0837,Michael Fish,en.wikipedia.org/wiki/Michael Fish,name_status=birth_name
apt-0838,Michael Grimm,en.wikipedia.org/wiki/Michael G. Grimm,name_status=birth_name
apt-0843,Michael Lord,"en.wikipedia.org/wiki/Michael Lord, Baron Framlingham",name_status=birth_name
apt-0844,Michael Pollan,en.wikipedia.org/wiki/Michael Pollan,name_status=birth_name
apt-1303,Mícheál Ó Cléirigh,en.wikipedia.org/wiki/Mícheál Ó Cléirigh,name_status=birth_name
apt-0854,Mike England,en.wikipedia.org/wiki/Mike England,name_status=birth_name
apt-0855,Mike Hookem,en.wikipedia.org/wiki/Mike Hookem,name_status=birth_name
apt-0857,Mikuláš Jozef Lexmann,en.wikipedia.org/wiki/Mikuláš Jozef Lexmann,name_status=birth_name
apt-0859,Misty Copeland,en.wikipedia.org/wiki/Misty Copeland,name_status=birth_name
apt-0860,Mo Brooks,en.wikipedia.org/wiki/Mo Brooks,name_status=birth_name
apt-0861,Modest Mussorgsky,en.wikipedia.org/wiki/Modest Mussorgsky,name_status=birth_name
apt-0864,Morgan Freeman,en.wikipedia.org/wiki/Morgan Freeman,name_status=birth_name
apt-0866,Moses Blah,en.wikipedia.org/wiki/Moses Blah,name_status=birth_name
apt-0870,Nari Contractor,en.wikipedia.org/wiki/Nari Contractor,name_status=birth_name
apt-0875,Nathaniel Hawthorne,en.wikipedia.org/wiki/Nathaniel Hawthorne,name_status=birth_name
apt-0877,Naveen Kumar,en.wikipedia.org/wiki/Naveen Kumar (kabaddi),name_status=birth_name
apt-0878,Neil Gaiman,en.wikipedia.org/wiki/Neil Gaiman,death_year=1996
apt-0881,Nick Fenton-Wells,en.wikipedia.org/wiki/Nick Fenton-Wells,name_status=birth_name
apt-0882,Nicolae Militaru,en.wikipedia.org/wiki/Nicolae Militaru,name_status=birth_name
apt-0884,Nikolai Volkov,en.wikipedia.org/wiki/Nikolai Volkov,name_status=birth_name
apt-0885,Noah Webster,en.wikipedia.org/wiki/Noah Webster,name_status=birth_name
apt-0887,Norman Conquest,en.wikipedia.org/wiki/Norman Conquest (footballer),name_status=birth_name
apt-0889,Ocean Ramsey,en.wikipedia.org/wiki/Ocean Ramsey,birth_year=1987; name_status=birth_name
apt-0890,Oceana Mackenzie,en.wikipedia.org/wiki/Oceana Mackenzie,name_status=birth_name
apt-0895,Oliver Goldsmith,en.wikipedia.org/wiki/Oliver Goldsmith,name_status=birth_name
apt-0896,Oliver Stone,en.wikipedia.org/wiki/Oliver Stone,name_status=birth_name
apt-0897,Olympia Aldersey,en.wikipedia.org/wiki/Olympia Aldersey,name_status=birth_name
apt-1306,Panagiotis Zographos,en.wikipedia.org/wiki/Panagiotis Zographos,name_status=birth_name
apt-0902,Pardeep Narwal,en.wikipedia.org/wiki/Pardeep Narwal,name_status=birth_name
apt-0904,Patience Wright,en.wikipedia.org/wiki/Patience Wright,name_status=birth_name
apt-0910,Paul McStay,en.wikipedia.org/wiki/Paul McStay,name_status=birth_name
apt-0913,Penn Jillette,en.wikipedia.org/wiki/Penn Jillette,name_status=birth_name
apt-0914,Percival Pott,en.wikipedia.org/wiki/Percivall Pott,name_status=birth_name
apt-0915,Peter Baker,en.wikipedia.org/wiki/Peter Baker (journalist),name_status=birth_name
apt-0916,Peter Bowler,en.wikipedia.org/wiki/Peter Bowler,death_year=2020; name_status=birth_name
apt-0918,Peter Conder,en.wikipedia.org/wiki/Peter Conder,name_status=birth_name
apt-0919,Peter Crouch,en.wikipedia.org/wiki/Peter Crouch,name_status=birth_name
apt-0921,Peter King,en.wikipedia.org/wiki/Peter King (American politician),name_status=birth_name
apt-0922,Péter Magyar,en.wikipedia.org/wiki/Péter Magyar,birth_year=1981; name_status=birth_name
apt-1309,Peter Short,en.wikipedia.org/wiki/Peter Short (rugby union),name_status=birth_name
apt-0928,Philip Glass,en.wikipedia.org/wiki/Philip Glass,name_status=birth_name
apt-0931,Philip Syng Physick,en.wikipedia.org/wiki/Philip Syng Physick,name_status=birth_name
apt-0933,Pierre-Auguste Renoir,en.wikipedia.org/wiki/Pierre-Auguste Renoir,name_status=birth_name
apt-0935,Pierre Salinger,en.wikipedia.org/wiki/Pierre Salinger,name_status=birth_name
apt-0936,Piloo Reporter,en.wikipedia.org/wiki/Piloo Reporter,name_status=birth_name
apt-0942,Prince Fielder,en.wikipedia.org/wiki/Prince Fielder,name_status=birth_name
apt-0943,Publius Cornelius Lentulus Spinther,en.wikipedia.org/wiki/Publius Cornelius Lentulus Spinther,name_status=birth_name
apt-0944,Publius Cornelius Scipio Africanus,en.wikipedia.org/wiki/Scipio Africanus,name_status=birth_name
apt-0945,Publius Valerius Publicola,en.wikipedia.org/wiki/Publius Valerius Publicola,name_status=birth_name
apt-0946,Quentin Jammer,en.wikipedia.org/wiki/Quentin Jammer,birth_year=1979; name_status=birth_name
apt-0948,Quintus Caecilius Metellus Pius,en.wikipedia.org/wiki/Quintus Caecilius Metellus Pius,name_status=birth_name
apt-0950,Quintus Pedius Publicola,en.wikipedia.org/wiki/Quintus Pedius Publicola,name_status=birth_name
apt-0955,Raphael Cohen,en.wikipedia.org/wiki/Raphael Cohen,name_status=birth_name
apt-0956,Raphael Wolf,en.wikipedia.org/wiki/Raphael Wolf,name_status=birth_name
apt-0960,Ray Reardon,en.wikipedia.org/wiki/Ray Reardon,name_status=birth_name
apt-0958,Raymond Baker,en.wikipedia.org/wiki/Raymond Baker (cricketer),name_status=birth_name
apt-0964,Rehman Malik,en.wikipedia.org/wiki/Rehman Malik,name_status=birth_name
apt-0965,Rem Koolhaas,en.wikipedia.org/wiki/Rem Koolhaas,name_status=birth_name
apt-0966,Rembrandt,en.wikipedia.org/wiki/Rembrandt,name_status=birth_name
apt-0967,René Magritte,en.wikipedia.org/wiki/René Magritte,name_status=birth_name
apt-0972,Rich Fairbank,en.wikipedia.org/wiki/Richard Fairbank,name_status=birth_name
apt-0973,Rich Ricci,en.wikipedia.org/wiki/Rich Ricci,name_status=birth_name
apt-0975,Richard Bright,en.wikipedia.org/wiki/Richard Bright (physician),name_status=birth_name
apt-0978,Richard Green,en.wikipedia.org/wiki/Richard Green (golfer),name_status=birth_name
apt-0985,Richard Strauss,en.wikipedia.org/wiki/Richard Strauss,name_status=birth_name
apt-0988,Rick Scott,en.wikipedia.org/wiki/Rick Scott,name_status=birth_name
apt-0995,Robert Boyle,en.wikipedia.org/wiki/Robert Boyle,name_status=birth_name
apt-0996,Robert Burns,en.wikipedia.org/wiki/Robert Burns,name_status=birth_name
apt-0997,Robert Burns Woodward,en.wikipedia.org/wiki/Robert Burns Woodward,name_status=birth_name
apt-0998,Robert Capa,en.wikipedia.org/wiki/Robert Capa,alt_name=Endre Ernő Friedmann
apt-1000,Robert Crumb,en.wikipedia.org/wiki/Robert Crumb,name_status=birth_name
apt-1001,Robert Field,en.wikipedia.org/wiki/Robert W. Field,name_status=birth_name
apt-1003,Robert Frost,en.wikipedia.org/wiki/Robert Frost,name_status=birth_name
apt-1004,Robert Hooke,en.wikipedia.org/wiki/Robert Hooke,name_status=birth_name
apt-1011,Robert Peary,en.wikipedia.org/wiki/Robert Peary,name_status=birth_name
apt-1012,Robert Rathbun,en.wikipedia.org/wiki/Bob Rathbun,name_status=birth_name
apt-1016,Robin Fox,en.wikipedia.org/wiki/Robin Fox,birth_year=1934; death_year=2024; name_status=birth_name
apt-1022,Roger Marshall,en.wikipedia.org/wiki/Roger Marshall (politician),name_status=birth_name
apt-1027,Rory Best,en.wikipedia.org/wiki/Rory Best,name_status=birth_name
apt-1028,Rosalind Brewer,en.wikipedia.org/wiki/Rosalind Brewer,birth_year=1962; name_status=birth_name
apt-1312,Rosalind Canter,en.wikipedia.org/wiki/Rosalind Canter,name_status=birth_name
apt-1030,Roy Blunt,en.wikipedia.org/wiki/Roy Blunt,death_year=1993; name_status=birth_name
apt-1031,Roy Romer,en.wikipedia.org/wiki/Roy Romer,name_status=birth_name
apt-1033,Russell Brain,"en.wikipedia.org/wiki/Russell Brain, 1st Baron Brain",name_status=birth_name
apt-1039,Sally Ride,en.wikipedia.org/wiki/Sally Ride,name_status=birth_name
apt-1041,Salva Sevilla,en.wikipedia.org/wiki/Salva Sevilla,name_status=birth_name
apt-1042,Salvador Dalí,en.wikipedia.org/wiki/Salvador Dalí,name_status=birth_name
apt-1043,Sam Byrd,en.wikipedia.org/wiki/Sam Byrd,name_status=birth_name
apt-1045,Samantha Power,en.wikipedia.org/wiki/Samantha Power,name_status=birth_name
apt-1047,Samuel Champion,en.wikipedia.org/wiki/Sam Champion,name_status=birth_name
apt-1050,Samuel Foote,en.wikipedia.org/wiki/Samuel Foote,name_status=birth_name
apt-1052,Sara Blizzard,en.wikipedia.org/wiki/Sara Blizzard,birth_year=1970; name_status=birth_name
apt-1059,Sarah Vowell,en.wikipedia.org/wiki/Sarah Vowell,name_status=birth_name
apt-1061,Saul Perlmutter,en.wikipedia.org/wiki/Saul Perlmutter,name_status=birth_name
apt-1063,Scott Goodyear,en.wikipedia.org/wiki/Scott Goodyear,birth_year=1959; name_status=birth_name
apt-1066,Scott McClellan,en.wikipedia.org/wiki/Scott McClellan,name_status=birth_name
apt-1067,Scott Perry,en.wikipedia.org/wiki/Scott Perry (politician),name_status=birth_name
apt-1068,Scott Speed,en.wikipedia.org/wiki/Scott Speed,name_status=birth_name
apt-1071,Sebastian Wolf,"en.wikipedia.org/wiki/Sebastian Wolf (footballer, born 1993)",name_status=birth_name
apt-1072,Selwyn Image,en.wikipedia.org/wiki/Selwyn Image,name_status=birth_name
apt-1075,Sextus Aelius Paetus Catus,en.wikipedia.org/wiki/Sextus Aelius Paetus Catus,name_status=birth_name
apt-1076,Seymour Nurse,en.wikipedia.org/wiki/Seymour Nurse,name_status=birth_name
apt-1313,Shane Hurley,en.wikipedia.org/wiki/Shane Hurley,name_status=birth_name
apt-1081,She'ar Yashuv Cohen,en.wikipedia.org/wiki/She'ar Yashuv Cohen,name_status=birth_name
apt-1084,Shepard Smith,en.wikipedia.org/wiki/Shepard Smith,name_status=birth_name
apt-1314,Simon Gagné,en.wikipedia.org/wiki/Simon Gagné,death_year=2010; name_status=birth_name
apt-1092,Sina Movahed,en.wikipedia.org/wiki/Sina Movahed,name_status=birth_name
apt-1094,Snowden D. Flora,en.wikipedia.org/wiki/Snowden D. Flora,name_status=birth_name
apt-1101,Stan Lee,en.wikipedia.org/wiki/Stan Lee,name_status=professional_name; alt_name=Stanley Martin Lieber
apt-1104,Stephen Buyer,en.wikipedia.org/wiki/Steve Buyer,name_status=birth_name
apt-1106,Stephen King,en.wikipedia.org/wiki/Stephen King,name_status=birth_name
apt-1108,Stephen Sparks,en.wikipedia.org/wiki/Steve Sparks (volcanologist),name_status=birth_name
apt-1109,Steve King,en.wikipedia.org/wiki/Steve King,name_status=birth_name
apt-1110,Steve Pool,en.wikipedia.org/wiki/Steve Pool,name_status=birth_name
apt-1114,Stevie Wonder,en.wikipedia.org/wiki/Stevie Wonder,name_status=birth_name
apt-1115,Sting,en.wikipedia.org/wiki/Sting (musician),death_year=1984
apt-1116,Sting Ray Robb,en.wikipedia.org/wiki/Sting Ray Robb,name_status=birth_name
apt-1117,Stone Phillips,en.wikipedia.org/wiki/Stone Phillips,name_status=birth_name
apt-1119,Storm Field,en.wikipedia.org/wiki/Storm Field,birth_year=1948; name_status=birth_name
apt-1120,Storm Huntley,en.wikipedia.org/wiki/Storm Huntley,name_status=birth_name
apt-1123,Subrahmanyan Chandrasekhar,en.wikipedia.org/wiki/Subrahmanyan Chandrasekhar,name_status=birth_name
apt-1127,Sunny Hostin,en.wikipedia.org/wiki/Sunny Hostin,birth_year=1968; name_status=birth_name
apt-1135,Taylor Swift,en.wikipedia.org/wiki/Taylor Swift,name_status=birth_name
apt-1136,Ten Million,en.wikipedia.org/wiki/Ten Million,name_status=birth_name
apt-1318,Tennys Sandgren,en.wikipedia.org/wiki/Tennys Sandgren,name_status=birth_name
apt-1140,Æthelred the Unready,en.wikipedia.org/wiki/Æthelred the Unready,name_status=birth_name
apt-1141,Thierry Le Luron,en.wikipedia.org/wiki/Thierry Le Luron,name_status=birth_name
apt-1144,Thomas Crapper,en.wikipedia.org/wiki/Thomas Crapper,name_status=birth_name
apt-1149,Thomas Hodgkin,en.wikipedia.org/wiki/Thomas Hodgkin,name_status=birth_name
apt-1150,Thomas Hunt Morgan,en.wikipedia.org/wiki/Thomas Hunt Morgan,name_status=birth_name
apt-1151,Thomas Huxley,en.wikipedia.org/wiki/Thomas Henry Huxley,name_status=birth_name
apt-1153,Thomas Love Peacock,en.wikipedia.org/wiki/Thomas Love Peacock,name_status=birth_name
apt-1154,Thomas Neill Cream,en.wikipedia.org/wiki/Thomas Neill Cream,name_status=birth_name
apt-1159,Tiger Woods,en.wikipedia.org/wiki/Tiger Woods,name_status=birth_name
apt-1160,Tim Cahill,en.wikipedia.org/wiki/Tim Cahill,name_status=birth_name
apt-1162,Tim Scott,en.wikipedia.org/wiki/Tim Scott,name_status=birth_name
apt-1165,Toby Savin,en.wikipedia.org/wiki/Toby Savin,name_status=birth_name
apt-1167,Todd Hunter,en.wikipedia.org/wiki/Todd Ames Hunter,name_status=birth_name
apt-1171,Tom Lehrer,en.wikipedia.org/wiki/Tom Lehrer,name_status=birth_name
apt-1175,Tom Youngs,en.wikipedia.org/wiki/Tom Youngs,name_status=birth_name
apt-1176,Tomasz Schafernaker,en.wikipedia.org/wiki/Tomasz Schafernaker,name_status=birth_name
apt-1177,Tony Snow,en.wikipedia.org/wiki/Tony Snow,birth_year=1955; death_year=2008; name_status=birth_name
apt-1180,Tōru Takemitsu,en.wikipedia.org/wiki/Tōru Takemitsu,name_status=birth_name
apt-1181,Trent Franks,en.wikipedia.org/wiki/Trent Franks,name_status=birth_name
apt-1187,Unai Aguirre,en.wikipedia.org/wiki/Unai Aguirre,name_status=birth_name
apt-1189,Usain Bolt,en.wikipedia.org/wiki/Usain Bolt,name_status=birth_name
apt-1195,Vijay Merchant,en.wikipedia.org/wiki/Vijay Merchant,name_status=professional_name; alt_name=Vijay Madhavji Thackersey
apt-1196,Virginia Woolf,en.wikipedia.org/wiki/Virginia Woolf,name_status=birth_name
apt-1197,Vitus Bering,en.wikipedia.org/wiki/Vitus Bering,name_status=birth_name
apt-1198,Vivien Goldman,en.wikipedia.org/wiki/Vivien Goldman,name_status=birth_name
apt-1202,Wally Funk,en.wikipedia.org/wiki/Wally Funk,death_year=2026; name_status=birth_name
apt-1206,Warren Davidson,en.wikipedia.org/wiki/Warren Davidson,name_status=birth_name
apt-1207,Warren Magnuson,en.wikipedia.org/wiki/Warren Magnuson,name_status=birth_name
apt-1208,Warren Rudman,en.wikipedia.org/wiki/Warren Rudman,name_status=birth_name
apt-1209,Washington Irving,en.wikipedia.org/wiki/Washington Irving,name_status=birth_name
apt-1212,Werner Herzog,en.wikipedia.org/wiki/Werner Herzog,name_status=birth_name
apt-1215,Wesley Rush,en.wikipedia.org/wiki/Red Rush,name_status=birth_name
apt-1216,Will Power,en.wikipedia.org/wiki/Will Power,name_status=birth_name
apt-1219,William Beaumont,en.wikipedia.org/wiki/William Beaumont,name_status=birth_name
apt-1220,William Blackstone,en.wikipedia.org/wiki/William Blackstone,name_status=birth_name
apt-1221,William Blake,en.wikipedia.org/wiki/William Blake,name_status=birth_name
apt-1222,William Cash,en.wikipedia.org/wiki/Sir Bill Cash,name_status=birth_name
apt-1223,William Clark,en.wikipedia.org/wiki/William Clark (explorer),name_status=birth_name
apt-1224,William Cowper,en.wikipedia.org/wiki/William Cowper (anatomist),name_status=birth_name
apt-1226,William Dement,en.wikipedia.org/wiki/William Dement,birth_year=1928; death_year=2020; name_status=birth_name
apt-1229,William Gilbert,en.wikipedia.org/wiki/William Gilbert (physician),name_status=birth_name
apt-1231,William Harvey,en.wikipedia.org/wiki/William Harvey,name_status=birth_name
apt-1232,William Headline,en.wikipedia.org/wiki/William Headline,name_status=birth_name
apt-1233,William Hogarth,en.wikipedia.org/wiki/William Hogarth,name_status=birth_name
apt-1234,William Hunter,en.wikipedia.org/wiki/William Hunter (anatomist),name_status=birth_name
apt-1238,William Makepeace Thackeray,en.wikipedia.org/wiki/William Makepeace Thackeray,name_status=birth_name
apt-1240,William Painter,en.wikipedia.org/wiki/William Painter (inventor),name_status=birth_name
apt-1243,William Shakespeare,en.wikipedia.org/wiki/William Shakespeare,name_status=birth_name
apt-1248,William Wordsworth,en.wikipedia.org/wiki/William Wordsworth,name_status=birth_name
apt-1250,Willie Thrower,en.wikipedia.org/wiki/Willie Thrower,birth_year=1930; death_year=2002; name_status=birth_name
apt-1251,Willy Bach,"en.wikipedia.org/wiki/Willy Bach, Baron Bach",name_status=birth_name
apt-1253,Wolf Blitzer,en.wikipedia.org/wiki/Wolf Blitzer,name_status=birth_name
apt-1254,Wolfgang Amadeus Mozart,en.wikipedia.org/wiki/Wolfgang Amadeus Mozart,name_status=birth_name
apt-1322,Wolfgang Stark,en.wikipedia.org/wiki/Wolfgang Stark,name_status=birth_name
apt-1255,Wolfgang Wolf,en.wikipedia.org/wiki/Wolfgang Wolf,birth_year=1957; name_status=birth_name
apt-1256,Woody Allen,en.wikipedia.org/wiki/Woody Allen,alt_name=Allan Stewart Konigsberg
apt-1258,Yisrael Meir Kagan,en.wikipedia.org/wiki/Yisrael Meir Kagan,name_status=birth_name
apt-1262,Zebulon Pike,en.wikipedia.org/wiki/Zebulon Pike,name_status=birth_name
apt-1263,Zhu Ting,en.wikipedia.org/wiki/Zhu Ting (footballer),name_status=birth_name
apt-1325,Žydrūnas Ilgauskas,en.wikipedia.org/wiki/Žydrūnas Ilgauskas,name_status=birth_name
apt-0105,Ben Wettervogel,de.wikipedia.org/wiki/Ben Wettervogel,name_status=birth_name
apt-0308,Dietmar Schütze,de.wikipedia.org/wiki/Dietmar Schütze,name_status=birth_name
apt-0473,Hans Richter,de.wikipedia.org/wiki/Hans Richter (Richter),name_status=birth_name
apt-0488,Heinrich Amadeus Wolff,de.wikipedia.org/wiki/Heinrich Amadeus Wolff,name_status=birth_name
apt-0536,Ivo Krieg,de.wikipedia.org/wiki/Ivo Krieg,name_status=birth_name
apt-0738,Leopold Arzt,de.wikipedia.org/wiki/Leopold Arzt,name_status=birth_name
apt-0808,Markus Wolf,de.wikipedia.org/wiki/Markus Wolf (Bildhauer),name_status=birth_name
apt-0809,Markus Zimmermann,de.wikipedia.org/wiki/Markus Zimmermann (Bildhauer),name_status=birth_name
apt-0898,Otto Koch,de.wikipedia.org/wiki/Otto Koch (Koch),name_status=birth_name
apt-0953,Ralf Richter,de.wikipedia.org/wiki/Ralf Richter (Jurist),name_status=birth_name
apt-1032,Rudolf von Richter,de.wikipedia.org/wiki/Rudolph von Richter,name_status=birth_name
apt-1213,Werner Richter,de.wikipedia.org/wiki/Werner Richter (Jurist),name_status=birth_name
apt-0502,Herman Dijk,nl.wikipedia.org/wiki/Herman Dijk,name_status=birth_name
apt-0575,Jan Igor Rybak,pl.wikipedia.org/wiki/Jan Igor Rybak,name_status=birth_name
apt-0912,Pekka Pouta,fi.wikipedia.org/wiki/Pekka Pouta,name_status=birth_name
